430,T and P:,23.51,997.946228,0.00,0.000000,0.00,0.000000,0.00,0.000000,24.06,998.282837,corrected P0 - P1 in Pa:,0.00,corrected P1 - P2 in Pa:,0.00,Current time (UTC):,19:24:51,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
845,T and P:,23.50,997.943420,0.00,0.000000,0.00,0.000000,0.00,0.000000,24.06,998.278381,corrected P0 - P1 in Pa:,0.00,corrected P1 - P2 in Pa:,0.00,Current time (UTC):,19:24:51,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
1255,T and P:,23.50,997.940247,0.00,0.000000,0.00,0.000000,0.00,0.000000,24.06,998.275940,corrected P0 - P1 in Pa:,0.00,corrected P1 - P2 in Pa:,0.00,Current time (UTC):,19:24:52,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
1666,T and P:,23.50,997.938416,0.00,0.000000,0.00,0.000000,0.00,0.000000,24.06,998.273743,corrected P0 - P1 in Pa:,0.00,corrected P1 - P2 in Pa:,0.00,Current time (UTC):,19:24:52,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
2076,T and P:,23.51,997.939087,0.00,0.000000,0.00,0.000000,0.00,0.000000,24.06,998.272522,corrected P0 - P1 in Pa:,0.00,corrected P1 - P2 in Pa:,0.00,Current time (UTC):,19:24:53,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
2488,T and P:,23.50,997.939697,0.00,0.000000,0.00,0.000000,0.00,0.000000,24.06,998.274658,corrected P0 - P1 in Pa:,0.00,corrected P1 - P2 in Pa:,0.00,Current time (UTC):,19:24:53,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
2898,T and P:,23.51,997.940552,0.00,0.000000,0.00,0.000000,0.00,0.000000,24.06,998.274048,corrected P0 - P1 in Pa:,0.00,corrected P1 - P2 in Pa:,0.00,Current time (UTC):,19:24:53,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
3310,T and P:,23.51,997.941406,0.00,0.000000,0.00,0.000000,0.00,0.000000,24.06,998.273926,corrected P0 - P1 in Pa:,0.00,corrected P1 - P2 in Pa:,0.00,Current time (UTC):,19:24:54,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
3721,T and P:,23.50,997.940308,0.00,0.000000,0.00,0.000000,0.00,0.000000,24.06,998.277893,corrected P0 - P1 in Pa:,0.00,corrected P1 - P2 in Pa:,0.00,Current time (UTC):,19:24:54,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
4132,T and P:,23.51,997.941467,0.00,0.000000,0.00,0.000000,0.00,0.000000,24.06,998.277161,corrected P0 - P1 in Pa:,0.00,corrected P1 - P2 in Pa:,0.00,Current time (UTC):,19:24:55,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
