430,T and P:,23.40,998.254456,24.19,998.257874,23.85,998.221008,0.00,0.000000,24.63,998.602295,corrected P0 - P1 in Pa:,0.04,corrected P1 - P2 in Pa:,-0.07,Current time (UTC):,18:32:43,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
898,T and P:,23.40,998.254395,24.18,998.256958,23.84,998.217102,0.00,0.000000,24.63,998.600830,corrected P0 - P1 in Pa:,0.13,corrected P1 - P2 in Pa:,0.23,Current time (UTC):,18:32:44,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
1334,T and P:,23.39,998.252258,24.18,998.256042,23.84,998.217896,0.00,0.000000,24.63,998.598816,corrected P0 - P1 in Pa:,0.00,corrected P1 - P2 in Pa:,0.06,Current time (UTC):,18:32:44,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
1772,T and P:,23.38,998.249207,24.18,998.254456,23.83,998.215149,0.00,0.000000,24.63,998.597961,corrected P0 - P1 in Pa:,-0.14,corrected P1 - P2 in Pa:,0.18,Current time (UTC):,18:32:45,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
2207,T and P:,23.39,998.250061,24.18,998.254700,23.83,998.213440,0.00,0.000000,24.62,998.596252,corrected P0 - P1 in Pa:,-0.08,corrected P1 - P2 in Pa:,0.37,Current time (UTC):,18:32:45,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
2644,T and P:,23.39,998.247742,24.18,998.251099,23.84,998.211243,0.00,0.000000,24.63,998.594910,corrected P0 - P1 in Pa:,0.05,corrected P1 - P2 in Pa:,0.23,Current time (UTC):,18:32:46,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
3079,T and P:,23.39,998.245544,24.17,998.248840,23.84,998.210571,0.00,0.000000,24.63,998.592590,corrected P0 - P1 in Pa:,0.05,corrected P1 - P2 in Pa:,0.07,Current time (UTC):,18:32:46,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
3518,T and P:,23.39,998.244690,24.17,998.248901,23.83,998.209717,0.00,0.000000,24.63,998.591431,corrected P0 - P1 in Pa:,-0.04,corrected P1 - P2 in Pa:,0.17,Current time (UTC):,18:32:47,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
3954,T and P:,23.39,998.244629,24.17,998.249207,23.83,998.207764,0.00,0.000000,24.63,998.591797,corrected P0 - P1 in Pa:,-0.08,corrected P1 - P2 in Pa:,0.39,Current time (UTC):,18:32:47,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
4393,T and P:,23.39,998.244080,24.17,998.247009,23.83,998.207275,0.00,0.000000,24.62,998.590576,corrected P0 - P1 in Pa:,0.09,corrected P1 - P2 in Pa:,0.22,Current time (UTC):,18:32:47,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
4830,T and P:,23.38,998.243958,24.18,998.247437,23.84,998.209167,0.00,0.000000,24.63,998.589600,corrected P0 - P1 in Pa:,0.03,corrected P1 - P2 in Pa:,0.07,Current time (UTC):,18:32:48,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
5268,T and P:,23.38,998.242432,24.16,998.247498,23.83,998.208801,0.00,0.000000,24.62,998.591064,corrected P0 - P1 in Pa:,-0.12,corrected P1 - P2 in Pa:,0.12,Current time (UTC):,18:32:48,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
5706,T and P:,23.38,998.243652,24.17,998.249451,23.84,998.211121,0.00,0.000000,24.63,998.593018,corrected P0 - P1 in Pa:,-0.20,corrected P1 - P2 in Pa:,0.08,Current time (UTC):,18:32:49,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
6143,T and P:,23.38,998.247498,24.17,998.252258,23.83,998.212646,0.00,0.000000,24.62,998.595642,corrected P0 - P1 in Pa:,-0.09,corrected P1 - P2 in Pa:,0.21,Current time (UTC):,18:32:49,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
11494,T and P:,23.39,998.251404,24.16,998.253601,23.82,998.213806,0.00,0.000000,24.62,998.596924,corrected P0 - P1 in Pa:,0.16,corrected P1 - P2 in Pa:,0.23,Current time (UTC):,18:32:55,Date (dd/mm/yyyy):,21/04/2022,patient ID,6
